N;res_wide;res_narrow;error_wide;error_narrow
100;1,069434955049950;0,849600000000000;0,132255686837007;0,100492809783100
600;0,972213595499958;0,967200000000000;0,029323351670006;0,024015247619804
1100;0,972213595499958;0,968727272727273;0,029323351670006;0,025632235378284
1600;0,972213595499958;0,971100000000000;0,029323351670006;0,028144341360207
2100;0,935176887099959;0,964114285714286;0,009888966488852;0,020748272352673
2600;0,938560047963421;0,964800000000000;0,006307072041648;0,021474266856480
3100;0,953396558167701;0,956903225806452;0,009400964218328;0,013113620473928
3600;1,007321308670790;0,952000000000000;0,066493361591423;0,007922369452082
4100;0,995926122219469;0,949346341463415;0,054428799271713;0,005112829746292
4600;0,997575689295609;0,956660869565217;0,056175265191832;0,012857027746075
5100;0,998901811847016;0,957458823529412;0,057579286813888;0,013701855109840
5600;0,987838456856207;0,952457142857143;0,045866048393274;0,008406365787953
6100;0,980182559397499;0,951816393442623;0,037760428323039;0,007727977481117
6600;0,979578850011321;0,953454545454545;0,037121255849324;0,009462357793491
7100;0,992753319348549;0,953645070422535;0,051069619663034;0,009664074576239
7600;0,987564336481536;0,953621052631579;0,045575825643743;0,009638645932573
8100;1,008221506444400;0,954311111111111;0,067446438768895;0,010369239816765
8600;0,999345137699957;0,954418604651163;0,058048654507308;0,010483047740704
9100;0,992512560680726;0,954672527472527;0,050814718353226;0,010751886492561
9600;0,990442600415582;0,954450000000000;0,048623164513818;0,010516287314643
10100;0,993390525302927;0,953394059405941;0,051744256359848;0,009398318674343
10600;0,978633873960807;0,953252830188679;0,036120770030091;0,009248793372560
11100;0,973965331708066;0,953383783783784;0,031177988339682;0,009387439441747
11600;0,972213595499958;0,953255172413793;0,029323351670006;0,009251273184625
12100;0,981855383223925;0,954684297520661;0,039531517141113;0,010764347936682
12600;0,986102361149957;0,953371428571428;0,044027970979577;0,009374358459696
13100;0,986314403373622;0,954247328244275;0,044252468984304;0,010301710217740
13600;0,985081128381575;0,954529411764706;0,042946748971521;0,010600363884017
14100;0,988761912019106;0,954587234042553;0,046843749145240;0,010661582757226
14600;0,984865690235916;0,954443835616438;0,042718655561602;0,010509760822956
15100;0,981227496385388;0,955835761589404;0,038866746983503;0,011983451290155
15600;0,981561803148996;0,956676923076923;0,039220691589910;0,012874024272920
16100;0,975232892380393;0,956213664596273;0,032520008041652;0,012383553069679
16600;0,973384937181283;0,956385542168675;0,030563500286476;0,012565527071812
17100;0,965959589914870;0,956884210526316;0,022701973384409;0,013093488198497
17600;0,963375290086322;0,956536363636364;0,019965866654824;0,012725208091851
18100;0,961470903836975;0,955173480662983;0,017949612977520;0,011282266667675
18600;0,968032031648345;0,954812903225806;0,024896154458522;0,010900508196194
19100;0,964578410194984;0,954998952879581;0,021239660426524;0,011097486775887
19600;0,962789075951744;0,955028571428571;0,019345217138511;0,011128845177230
20100;0,958186633176824;0,953623880597015;0,014472417740439;0,009641640018312
20600;0,954751506648745;0,953475728155340;0,010835505062341;0,009484784808171
21100;0,955165300223418;0,952174407582938;0,011273605692854;0,008107022082592
21600;0,952409244480514;0,951933333333333;0,008355653765617;0,007851786653101
22100;0,951537559758556;0,951898642533937;0,007432764553042;0,007815058047296
22600;0,949413896136463;0,951037168141593;0,005184352714913;0,006902978939362
23100;0,951590882868141;0,951833766233766;0,007489219967915;0,007746370784492
23600;0,954087579312671;0,951925423728814;0,010132577316836;0,007843412422713
24100;0,953656821477967;0,950698755186722;0,009676515911989;0,006544686935867
24600;0,954824409238983;0,950985365853658;0,010912690095420;0,006848133682221
25100;0,955558143465497;0,951490039840638;0,011689525326655;0,007382453220831
25600;0,958162070877498;0,952368750000000;0,014446412602900;0,008312780558947
26100;0,962528709108004;0,951944827586207;0,019069555829615;0,007863956101201
26600;0,963441743510485;0,951374436090226;0,020036223685013;0,007260058676679
27100;0,963603585798113;0,950718819188192;0,020207572909829;0,006565929536605
27600;0,968338831170067;0,950921739130435;0,025220975993060;0,006780769398994
28100;0,962872041379496;0,949580071174377;0,019433056120152;0,005360289204364
28600;0,963035355262721;0,950097902097902;0,019605963385009;0,005908538544086
29100;0,961856680908721;0,949113402061856;0,018358051360119;0,004866207021966
29600;0,959732475017188;0,949037837837838;0,016109065398567;0,004786204005456
30100;0,957032851649959;0,948964784053156;0,013250860796753;0,004708858896471
30600;0,956645469297508;0,948329411764706;0,012840722836074;0,004036163578762
31100;0,955645325222949;0,948501607717042;0,011781828313572;0,004218474663099
31600;0,950677218384453;0,948212658227848;0,006521885019088;0,003912551707426
32100;0,951618416529865;0,948471028037383;0,007518371011576;0,004186098672365
32600;0,949250268244284;0,948456441717791;0,005011112995592;0,004170655523411
33100;0,949890866418992;0,948616314199396;0,005689341178489;0,004339919231886
33600;0,949065652749959;0,948728571428571;0,004815652820720;0,004458770673503
34100;0,946839105764035;0,948753079178886;0,002458314045774;0,004484718057711
34600;0,946081842788543;0,947819653179191;0,001656567940147;0,003496460762206
35100;0,950885832863634;0,948225641025641;0,006742753926818;0,003926297140529
35600;0,953916317157683;0,948741573033708;0,009951254882958;0,004472536018729
36100;0,953092497084308;0,948405540166205;0,009079041983421;0,004116763913659
36600;0,954681874925369;0,948826229508197;0,010761783033334;0,004562165382549
37100;0,954918151482978;0,948730997304582;0,011011938944879;0,004461339050285
37600;0,955665278980810;0,948829787234042;0,011802954194772;0,004565932096272
38100;0,955627274316888;0,948434645669291;0,011762717061463;0,004147579131762
38600;0,955842123036876;0,948721243523316;0,011990186421677;0,004451012312549
39100;0,955056884991135;0,948926854219949;0,011158821934653;0,004668700989581
39600;0,954782493156398;0,948436363636364;0,010868311778953;0,004149398015630
40100;0,955969627694847;0,948317206982544;0,012125180956318;0,004023241863473
40600;0,951380447024959;0,948023645320197;0,007266422705649;0,003712435806442
41100;0,949504956772952;0,948297810218978;0,005280762433918;0,004002705695518
41600;0,950479012715944;0,948357692307692;0,006312036356229;0,004066105376972
42100;0,952815509508985;0,948587173396675;0,008785783608182;0,004309066640577
42600;0,954184282343973;0,948642253521127;0,010234960876126;0,004367382280858
43100;0,951912151510400;0,948829698375870;0,007829360567848;0,004565838018394
43600;0,949915118538950;0,949442201834862;0,005715017916107;0,005214321146215
44100;0,950388392335673;0,949910204081633;0,006216092754965;0,005709814773813
44600;0,951069039723389;0,950238565022422;0,006936722721129;0,006057464287968
45100;0,952596868850180;0,950655432372505;0,008554299563139;0,006498819253560
45600;0,953664783480551;0,950589473684210;0,009684945618407;0,006428986021005
46100;0,955974886854948;0,950587418655098;0,012130749049921;0,006426810275404
46600;0,957400899087834;0,951110729613734;0,013640528071600;0,006980861558375
47100;0,956113242963016;0,950950318471338;0,012277232470375;0,006811027547104
47600;0,956895103974223;0,951156302521008;0,013105021549155;0,007029111508672
48100;0,955639475992474;0,950879002079002;0,011775635487690;0,006735521888339
48600;0,956210079524650;0,951111111111111;0,012379757403833;0,006981265465665
49100;0,958749130226232;0,951133197556008;0,015067956982927;0,007004649312171
49600;0,960452947167297;0,951648387096774;0,016871859512707;0,007550102109068
50100;0,961346537346665;0,952067065868264;0,017817940952736;0,007993374902554
50600;0,962222467641065;0,951936758893281;0,018745325131105;0,007855413437238
51100;0,964222798824616;0,951696281800391;0,020863159738472;0,007600810242633
51600;0,963546575074958;0,951990697674419;0,020147213263645;0,007912520689433
52100;0,962136909481340;0,951671401151631;0,018654741115269;0,007574468055184
52600;0,961678201024008;0,951303422053232;0,018169087212746;0,007184873134210
53100;0,962875950797416;0,951701694915254;0,019437195185040;0,007606541334607
53600;0,961874756891096;0,951635820895522;0,018377189161575;0,007536797744214
54100;0,964126791101160;0,951704251386322;0,020761512330792;0,007609247977858
54600;0,963132479498035;0,951797802197802;0,019708792890671;0,007708294149677
55100;0,963038439970739;0,951785117967332;0,019609229294899;0,007694864822335
55600;0,962071799000138;0,951772661870504;0,018585805915175;0,007681677029657
56100;0,962855389767873;0,951349732620321;0,019415426359813;0,007233904075923
56600;0,962250982683881;0,951773851590106;0,018775515204130;0,007682936635750
57100;0,962849016208802;0,951560070052539;0,019408678405234;0,007456597146370
57600;0,961411222216625;0,951225000000000;0,017886425540339;0,007101844413925
58100;0,962842862049356;0,951465748709122;0,019402162738247;0,007356735180039
58600;0,964581884682040;0,951309215017065;0,021243339011846;0,007191006388235
59100;0,963823935031177;0,950887309644670;0,020440865894173;0,006744317456903
59600;0,961773717964388;0,950520805369128;0,018270215007778;0,006356283992807
60100;0,963154700100957;0,950975041597338;0,019732318775909;0,006837202958593
60600;0,963710737321493;0,951207920792079;0,020321018726357;0,007083761939434
61100;0,964416792524590;0,951436988543372;0,021068549013405;0,007326285585072
61600;0,966374000851663;0,951405194805195;0,023140727642118;0,007292624219613
62100;0,965638237849234;0,951095652173913;0,022361744460644;0,006964898439815
62600;0,966156673738856;0,951320127795527;0,022910634303372;0,007202560204963
63100;0,964663917816995;0,951267194928685;0,021330190935960;0,007146517956466
63600;0,964876134401845;0,950807547169811;0,021554873544195;0,006659869575965
64100;0,964326683336776;0,950714508580343;0,020973146633057;0,006561365715096
64600;0,963033250403132;0,950600619195046;0,019603734881791;0,006440786241268
65100;0,964447834061249;0,950798156682028;0,021101413991536;0,006649927472291
65600;0,963914211148129;0,950641463414634;0,020536445009408;0,006484029731379
66100;0,964418236867356;0,950748562783661;0,021070078199732;0,006597420329905
66600;0,963162958424733;0,950875675675676;0,019741062210015;0,006732000085479
67100;0,963954851097052;0,951151117734724;0,020579472229590;0,007023622157752
67600;0,963153025009352;0,951166863905325;0,019730545286099;0,007040293289666
68100;0,963790599591809;0,951140088105727;0,020405572264935;0,007011944626456
68600;0,966119545265774;0,951008746355685;0,022871324830092;0,006872887601341
69100;0,965741551304155;0,950920984081042;0,022471126752955;0,006779969996501
69600;0,965368988290260;0,950586206896552;0,022076678648191;0,006425527335756
70100;0,965001740012654;0,950687589158345;0,021687857477875;0,006532864992822
70600;0,962849498546134;0,950950708215297;0,019409189076017;0,006811440185397
71100;0,961274483314304;0,950987341772152;0,017741654323508;0,006850225670088
71600;0,961894009849400;0,950400000000000;0,018397573076861;0,006228382276532
72100;0,961156519933939;0,950639667128988;0,017616761540056;0,006482127928348
72600;0,960830929436942;0,950538842975207;0,017272045211060;0,006375381163667
73100;0,961972768297017;0,950498495212038;0,018480957952004;0,006332663292811
73600;0,962438621849551;0,950595652173913;0,018974176666802;0,006435527447455
74100;0,963160594408258;0,950769230769231;0,019738559326520;0,006619302393967
74600;0,963872889050629;0,950940482573726;0,020492695569888;0,006800613869345
75100;0,963022228618400;0,950841011984021;0,019592065655549;0,006695300179780
75600;0,962568619354125;0,950857142857143;0,019111810482803;0,006712378612404
76100;0,961354442330773;0,950664914586071;0,017826310291300;0,006508858471170
76600;0,961044562026851;0,950268407310705;0,017498227003301;0,006089059571494
77100;0,961999678348791;0,950381322957198;0,018509448753629;0,006208608107168
77600;0,962691915956402;0,950474226804124;0,019242349772207;0,006306969310449
78100;0,961757008813403;0,950344686299616;0,018252524328101;0,006169819339605
78600;0,961452452649004;0,950235114503817;0,017930077930147;0,006053811079052
79100;0,961151746752171;0,949999494310999;0,017611707972117;0,005804350088468
79600;0,962320467204041;0,950074371859296;0,018849081382912;0,005883626092564
80100;0,962624972023741;0,950004494382023;0,019171473420077;0,005809643873587
80600;0,961840100560380;0,950417866004963;0,018340497049209;0,006247297766086
81100;0,960705271804767;0,950222441430333;0,017139006200176;0,006040393564079
81600;0,959941781733231;0,949923529411765;0,016330667206524;0,005723922860284
82100;0,960134936944416;0,950382460414129;0,016535168738174;0,006209812380576
82600;0,960325753714789;0,950382566585956;0,016737194464356;0,006209924789147
83100;0,959695321767287;0,950348014440433;0,016069729693028;0,006173342982020
83600;0,957676908964373;0,950382775119617;0,013932751316088;0,006210145572489
84100;0,958572548618984;0,950280142687277;0,014881002621604;0,006101484307377
84600;0,959227763787015;0,950144680851064;0,015574706429024;0,005958065174051
85100;0,958618599276163;0,949960047003525;0,014929758385784;0,005762585567862
85600;0,958470856591606;0,949609345794392;0,014773337002708;0,005391283473661
86100;0,957534412292642;0,949530313588850;0,013781884107044;0,005307608759509
86600;0,958068224479982;0,949502078521940;0,014347053481736;0,005277715108729
87100;0,958819148719247;0,949887485648680;0,015142088501188;0,005685761815019
87600;0,959672484051157;0,949643835616438;0,016045550444126;0,005427799296307
88100;0,959302245820787;0,949746197502838;0,015653563685285;0,005536174123073
88600;0,958497263735004;0,949717381489842;0,014801295354120;0,005505665400282
89100;0,959010694820329;0,949672727272727;0,015344886400413;0,005458388105828
89600;0,958758853776521;0,949564285714286;0,015078251713859;0,005343576475017
90100;0,957214961784698;0,949297225305216;0,013443668442244;0,005060828407480
90600;0,956761193982078;0,949064900662252;0,012963245418297;0,004814856553888
91100;0,957913197937170;0,949040614709111;0,014182920372116;0,004789143995659
91600;0,957778983165024;0,948937991266375;0,014040821557875;0,004680492248219
92100;0,957646225665105;0,948977198697068;0,013900265618925;0,004722002801206
92600;0,957199929824311;0,949078185745140;0,013427753474670;0,004828922028913
93100;0,957698268993568;0,949239957035446;0,013955366075792;0,005000196085881
93600;0,956529380444350;0,948969230769231;0,012717814693278;0,004713566821473
94100;0,955476230731521;0,948915621679065;0,011602800876112;0,004656808626952
94600;0,955667465597686;0,948816913319239;0,011805269257863;0,004552301942162
95100;0,955754458919990;0,948537539432177;0,011897372740577;0,004256517078495
95600;0,955738846287511;0,948381589958159;0,011880842991079;0,004091406822858
96100;0,955015228045744;0,948481997918834;0,011114717977613;0,004197712946425
96600;0,954902960052133;0,948402484472050;0,010995855139236;0,004113528721964
97100;0,954591598300371;0,948472090628218;0,010666203380210;0,004187223681895
97600;0,954781486974088;0,948511475409836;0,010867246491497;0,004228922003752
98100;0,954176605247053;0,948418348623853;0,010226832811296;0,004130324765530
98600;0,953873663576734;0,948486815415821;0,009906095746008;0,004202813432746
99100;0,954947239010756;0,948133198789102;0,011042735131770;0,003828424663544
99600;0,954741082086856;0,947927710843373;0,010824468140997;0,003610865948047
